PUERTO,OPERACIÓN,AÑO,TIPO_CARGA,TONELADAS,REGIÓN,LATITUD,LONGITUD
San José de Calbuco,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,"-41,79","-73,2"
Calbuco,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Pargua,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Chacao,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Achao,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Maullín,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Quemchi,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,,
Castro,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,"-42,48","-73,76"
Quellón,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,"-43,12","-73,58"
Chonchi,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,"-42,62","-73,77"
Chaitén,Cabotaje embarcado,2015,Granel líquido,,Los Lagos,"-42,91","-72,72"
Melinka,Cabotaje embarcado,2015,Granel líquido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Cabotaje embarcado,2015,Granel líquido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Cabotaje embarcado,2015,Granel líquido,,Aysén,"-44,73","-72,69"
Lago General Carrera,Cabotaje embarcado,2015,Granel líquido,,Aysén,,
Puerto Natales,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-51,75","-72,53"
Isla Guarello,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Puerto Edén,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Pecket,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-52,94","-71,71"
Punta Arenas,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-53,17","-70,9"
Tres Puentes,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-53,12","-70,87"
San Gregorio,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-52,63","-70,2"
Cabo Negro,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-52,93","-70,8"
Laredo,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Clarencia,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Porvenir,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Percy,Cabotaje embarcado,2015,Granel líquido,,Magallanes,,
Puerto Williams,Cabotaje embarcado,2015,Granel líquido,,Magallanes,"-54,93","-67,61"
Patillos,Exportación,2015,Carga frigorizada,,Tarapacá,"-20,75","-70,19"
Punta Patache,Exportación,2015,Carga frigorizada,,Tarapacá,"-20,8","-70,19"
Tocopilla,Exportación,2015,Carga frigorizada,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Exportación,2015,Carga frigorizada,,Antofagasta,"-22,72","-70,29"
Mejillones,Exportación,2015,Carga frigorizada,,Antofagasta,"-23,09","-70,42"
Caleta Coloso,Exportación,2015,Carga frigorizada,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Exportación,2015,Carga frigorizada,,Atacama,"-26,36","-70,65"
Guayacán,Exportación,2015,Carga frigorizada,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Exportación,2015,Carga frigorizada,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Exportación,2015,Carga frigorizada,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Exportación,2015,Carga frigorizada,,Valparaíso,"-27,15","-109,44"
Ventanas,Exportación,2015,Carga frigorizada,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Exportación,2015,Carga frigorizada,,Valparaíso,"-32,76","-71,49"
Quintero,Exportación,2015,Carga frigorizada,,Valparaíso,"-32,77","-71,5"
Salinas,Exportación,2015,Carga frigorizada,,Valparaíso,,
Penco,Exportación,2015,Carga frigorizada,,Biobío,"-36,73","-73,01"
Isla de Santa María,Exportación,2015,Carga frigorizada,,Biobío,,
Terminal Siderúrgico Huachipato,Exportación,2015,Carga frigorizada,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Exportación,2015,Carga frigorizada,,Biobío,"-36,95","-73,17"
Corral,Exportación,2015,Carga frigorizada,,Los Ríos,"-39,88","-73,42"
Puerto Montt,Exportación,2015,Carga frigorizada,,Los Lagos,"-41,48","-72,96"
San José de Calbuco,Exportación,2015,Carga frigorizada,,Los Lagos,"-41,79","-73,2"
Calbuco,Exportación,2015,Carga frigorizada,,Los Lagos,,
Pargua,Exportación,2015,Carga frigorizada,,Los Lagos,,
Chacao,Exportación,2015,Carga frigorizada,,Los Lagos,,
Achao,Exportación,2015,Carga frigorizada,,Los Lagos,,
Maullín,Exportación,2015,Carga frigorizada,,Los Lagos,,
Quemchi,Exportación,2015,Carga frigorizada,,Los Lagos,,
Castro,Exportación,2015,Carga frigorizada,,Los Lagos,"-42,48","-73,76"
Quellón,Exportación,2015,Carga frigorizada,,Los Lagos,"-43,12","-73,58"
Chonchi,Exportación,2015,Carga frigorizada,,Los Lagos,"-42,62","-73,77"
Chaitén,Exportación,2015,Carga frigorizada,,Los Lagos,"-42,91","-72,72"
Melinka,Exportación,2015,Carga frigorizada,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Exportación,2015,Carga frigorizada,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Exportación,2015,Carga frigorizada,,Aysén,"-44,73","-72,69"
Chacabuco,Exportación,2015,Carga frigorizada,,Aysén,"-45,47","-72,83"
Lago General Carrera,Exportación,2015,Carga frigorizada,,Aysén,,
Puerto Natales,Exportación,2015,Carga frigorizada,,Magallanes,"-51,75","-72,53"
Isla Guarello,Exportación,2015,Carga frigorizada,,Magallanes,,
Puerto Edén,Exportación,2015,Carga frigorizada,,Magallanes,,
Pecket,Exportación,2015,Carga frigorizada,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Exportación,2015,Carga frigorizada,,Magallanes,"-52,94","-71,71"
Tres Puentes,Exportación,2015,Carga frigorizada,,Magallanes,"-53,12","-70,87"
San Gregorio,Exportación,2015,Carga frigorizada,,Magallanes,"-52,63","-70,2"
Cabo Negro,Exportación,2015,Carga frigorizada,,Magallanes,"-52,93","-70,8"
Laredo,Exportación,2015,Carga frigorizada,,Magallanes,,
Clarencia,Exportación,2015,Carga frigorizada,,Magallanes,,
Porvenir,Exportación,2015,Carga frigorizada,,Magallanes,,
Percy,Exportación,2015,Carga frigorizada,,Magallanes,,
Puerto Williams,Exportación,2015,Carga frigorizada,,Magallanes,"-54,93","-67,61"
Isla Juan Fernández,Exportación,2015,Carga general,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Exportación,2015,Carga general,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Exportación,2015,Carga general,,Valparaíso,"-32,76","-71,49"
Salinas,Exportación,2015,Carga general,,Valparaíso,,
Isla de Santa María,Exportación,2015,Carga general,,Biobío,,
Terminal Siderúrgico Huachipato,Exportación,2015,Carga general,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Exportación,2015,Carga general,,Biobío,"-36,95","-73,17"
Calbuco,Exportación,2015,Carga general,,Los Lagos,,
Pargua,Exportación,2015,Carga general,,Los Lagos,,
Chacao,Exportación,2015,Carga general,,Los Lagos,,
Achao,Exportación,2015,Carga general,,Los Lagos,,
Maullín,Exportación,2015,Carga general,,Los Lagos,,
Quemchi,Exportación,2015,Carga general,,Los Lagos,,
Castro,Exportación,2015,Carga general,,Los Lagos,"-42,48","-73,76"
Quellón,Exportación,2015,Carga general,,Los Lagos,"-43,12","-73,58"
Chonchi,Exportación,2015,Carga general,,Los Lagos,"-42,62","-73,77"
Chaitén,Exportación,2015,Carga general,,Los Lagos,"-42,91","-72,72"
Melinka,Exportación,2015,Carga general,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Exportación,2015,Carga general,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Exportación,2015,Carga general,,Aysén,"-44,73","-72,69"
Chacabuco,Exportación,2015,Carga general,,Aysén,"-45,47","-72,83"
Lago General Carrera,Exportación,2015,Carga general,,Aysén,,
Puerto Natales,Exportación,2015,Carga general,,Magallanes,"-51,75","-72,53"
Isla Guarello,Exportación,2015,Carga general,,Magallanes,,
Puerto Edén,Exportación,2015,Carga general,,Magallanes,,
Pecket,Exportación,2015,Carga general,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Exportación,2015,Carga general,,Magallanes,"-52,94","-71,71"
Tres Puentes,Exportación,2015,Carga general,,Magallanes,"-53,12","-70,87"
San Gregorio,Exportación,2015,Carga general,,Magallanes,"-52,63","-70,2"
Laredo,Exportación,2015,Carga general,,Magallanes,,
Clarencia,Exportación,2015,Carga general,,Magallanes,,
Porvenir,Exportación,2015,Carga general,,Magallanes,,
Percy,Exportación,2015,Carga general,,Magallanes,,
Puerto Williams,Exportación,2015,Carga general,,Magallanes,"-54,93","-67,61"
Patillos,Exportación,2015,Granel líquido,,Tarapacá,"-20,75","-70,19"
Punta Patache,Exportación,2015,Granel líquido,,Tarapacá,"-20,8","-70,19"
Caleta Michilla,Exportación,2015,Granel líquido,,Antofagasta,"-22,72","-70,29"
Caleta Coloso,Exportación,2015,Granel líquido,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Exportación,2015,Granel líquido,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Exportación,2015,Granel líquido,,Atacama,"-27,05","-70,84"
Guayacán,Exportación,2015,Granel líquido,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Exportación,2015,Granel líquido,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Exportación,2015,Granel líquido,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Exportación,2015,Granel líquido,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Exportación,2015,Granel líquido,,Valparaíso,"-32,76","-71,49"
Salinas,Exportación,2015,Granel líquido,,Valparaíso,,
Penco,Exportación,2015,Granel líquido,,Biobío,"-36,73","-73,01"
Isla de Santa María,Exportación,2015,Granel líquido,,Biobío,,
Terminal Siderúrgico Huachipato,Exportación,2015,Granel líquido,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Exportación,2015,Granel líquido,,Biobío,"-36,95","-73,17"
Corral,Exportación,2015,Granel líquido,,Los Ríos,"-39,88","-73,42"
San José de Calbuco,Exportación,2015,Granel líquido,,Los Lagos,"-41,79","-73,2"
Calbuco,Exportación,2015,Granel líquido,,Los Lagos,,
Pargua,Exportación,2015,Granel líquido,,Los Lagos,,
Chacao,Exportación,2015,Granel líquido,,Los Lagos,,
Achao,Exportación,2015,Granel líquido,,Los Lagos,,
Maullín,Exportación,2015,Granel líquido,,Los Lagos,,
Quemchi,Exportación,2015,Granel líquido,,Los Lagos,,
Castro,Exportación,2015,Granel líquido,,Los Lagos,"-42,48","-73,76"
Quellón,Exportación,2015,Granel líquido,,Los Lagos,"-43,12","-73,58"
Chonchi,Exportación,2015,Granel líquido,,Los Lagos,"-42,62","-73,77"
Chaitén,Exportación,2015,Granel líquido,,Los Lagos,"-42,91","-72,72"
Melinka,Exportación,2015,Granel líquido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Exportación,2015,Granel líquido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Exportación,2015,Granel líquido,,Aysén,"-44,73","-72,69"
Chacabuco,Exportación,2015,Granel líquido,,Aysén,"-45,47","-72,83"
Lago General Carrera,Exportación,2015,Granel líquido,,Aysén,,
Puerto Natales,Exportación,2015,Granel líquido,,Magallanes,"-51,75","-72,53"
Isla Guarello,Exportación,2015,Granel líquido,,Magallanes,,
Puerto Edén,Exportación,2015,Granel líquido,,Magallanes,,
Pecket,Exportación,2015,Granel líquido,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Exportación,2015,Granel líquido,,Magallanes,"-52,94","-71,71"
Tres Puentes,Exportación,2015,Granel líquido,,Magallanes,"-53,12","-70,87"
San Gregorio,Exportación,2015,Granel líquido,,Magallanes,"-52,63","-70,2"
Laredo,Exportación,2015,Granel líquido,,Magallanes,,
Clarencia,Exportación,2015,Granel líquido,,Magallanes,,
Porvenir,Exportación,2015,Granel líquido,,Magallanes,,
Percy,Exportación,2015,Granel líquido,,Magallanes,,
Puerto Williams,Exportación,2015,Granel líquido,,Magallanes,"-54,93","-67,61"
Iquique,Exportación,2015,Granel sólido,,Tarapacá,"-20,2","-70,16"
Mejillones,Exportación,2015,Granel sólido,,Antofagasta,"-23,09","-70,42"
Isla Juan Fernández,Exportación,2015,Granel sólido,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Exportación,2015,Granel sólido,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Exportación,2015,Granel sólido,,Valparaíso,"-32,76","-71,49"
Quintero,Exportación,2015,Granel sólido,,Valparaíso,"-32,77","-71,5"
Salinas,Exportación,2015,Granel sólido,,Valparaíso,,
Valparaíso,Exportación,2015,Granel sólido,,Valparaíso,"-33,03","-71,63"
Lirquén,Exportación,2015,Granel sólido,,Biobío,"-36,71","-72,97"
Talcahuano,Exportación,2015,Granel sólido,,Biobío,"-36,71","-73,11"
Isla de Santa María,Exportación,2015,Granel sólido,,Biobío,,
Terminal Siderúrgico Huachipato,Exportación,2015,Granel sólido,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Exportación,2015,Granel sólido,,Biobío,"-36,95","-73,17"
Calbuco,Exportación,2015,Granel sólido,,Los Lagos,,
Pargua,Exportación,2015,Granel sólido,,Los Lagos,,
Chacao,Exportación,2015,Granel sólido,,Los Lagos,,
Achao,Exportación,2015,Granel sólido,,Los Lagos,,
Maullín,Exportación,2015,Granel sólido,,Los Lagos,,
Quemchi,Exportación,2015,Granel sólido,,Los Lagos,,
Castro,Exportación,2015,Granel sólido,,Los Lagos,"-42,48","-73,76"
Quellón,Exportación,2015,Granel sólido,,Los Lagos,"-43,12","-73,58"
Chonchi,Exportación,2015,Granel sólido,,Los Lagos,"-42,62","-73,77"
Chaitén,Exportación,2015,Granel sólido,,Los Lagos,"-42,91","-72,72"
Melinka,Exportación,2015,Granel sólido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Exportación,2015,Granel sólido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Exportación,2015,Granel sólido,,Aysén,"-44,73","-72,69"
Lago General Carrera,Exportación,2015,Granel sólido,,Aysén,,
Puerto Natales,Exportación,2015,Granel sólido,,Magallanes,"-51,75","-72,53"
Isla Guarello,Exportación,2015,Granel sólido,,Magallanes,,
Puerto Edén,Exportación,2015,Granel sólido,,Magallanes,,
Pecket,Exportación,2015,Granel sólido,,Magallanes,"-52,95","-71,21"
Punta Arenas,Exportación,2015,Granel sólido,,Magallanes,"-53,17","-70,9"
Tres Puentes,Exportación,2015,Granel sólido,,Magallanes,"-53,12","-70,87"
San Gregorio,Exportación,2015,Granel sólido,,Magallanes,"-52,63","-70,2"
Cabo Negro,Exportación,2015,Granel sólido,,Magallanes,"-52,93","-70,8"
Laredo,Exportación,2015,Granel sólido,,Magallanes,,
Clarencia,Exportación,2015,Granel sólido,,Magallanes,,
Porvenir,Exportación,2015,Granel sólido,,Magallanes,,
Percy,Exportación,2015,Granel sólido,,Magallanes,,
Puerto Williams,Exportación,2015,Granel sólido,,Magallanes,"-54,93","-67,61"
Patillos,Importación,2015,Carga frigorizada,,Tarapacá,"-20,75","-70,19"
Punta Patache,Importación,2015,Carga frigorizada,,Tarapacá,"-20,8","-70,19"
Tocopilla,Importación,2015,Carga frigorizada,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Importación,2015,Carga frigorizada,,Antofagasta,"-22,72","-70,29"
Mejillones,Importación,2015,Carga frigorizada,,Antofagasta,"-23,09","-70,42"
Caleta Coloso,Importación,2015,Carga frigorizada,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Importación,2015,Carga frigorizada,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Importación,2015,Carga frigorizada,,Atacama,"-27,05","-70,84"
Huasco / Guacolda,Importación,2015,Carga frigorizada,,Atacama,"-28,46","-71,25"
Coquimbo,Importación,2015,Carga frigorizada,,Coquimbo,"-29,95","-71,33"
Guayacán,Importación,2015,Carga frigorizada,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Importación,2015,Carga frigorizada,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Importación,2015,Carga frigorizada,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Importación,2015,Carga frigorizada,,Valparaíso,"-27,15","-109,44"
Ventanas,Importación,2015,Carga frigorizada,,Valparaíso,"-32,75","-71,49"
Terminal OXIQUIM Quintero,Importación,2015,Carga frigorizada,,Valparaíso,"-32,76","-71,49"
Quintero,Importación,2015,Carga frigorizada,,Valparaíso,"-32,77","-71,5"
Salinas,Importación,2015,Carga frigorizada,,Valparaíso,,
Penco,Importación,2015,Carga frigorizada,,Biobío,"-36,73","-73,01"
Isla de Santa María,Importación,2015,Carga frigorizada,,Biobío,,
Terminal Siderúrgico Huachipato,Importación,2015,Carga frigorizada,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Importación,2015,Carga frigorizada,,Biobío,"-36,95","-73,17"
Corral,Importación,2015,Carga frigorizada,,Los Ríos,"-39,88","-73,42"
San José de Calbuco,Importación,2015,Carga frigorizada,,Los Lagos,"-41,79","-73,2"
Calbuco,Importación,2015,Carga frigorizada,,Los Lagos,,
Pargua,Importación,2015,Carga frigorizada,,Los Lagos,,
Chacao,Importación,2015,Carga frigorizada,,Los Lagos,,
Achao,Importación,2015,Carga frigorizada,,Los Lagos,,
Maullín,Importación,2015,Carga frigorizada,,Los Lagos,,
Quemchi,Importación,2015,Carga frigorizada,,Los Lagos,,
Castro,Importación,2015,Carga frigorizada,,Los Lagos,"-42,48","-73,76"
Quellón,Importación,2015,Carga frigorizada,,Los Lagos,"-43,12","-73,58"
Chonchi,Importación,2015,Carga frigorizada,,Los Lagos,"-42,62","-73,77"
Chaitén,Importación,2015,Carga frigorizada,,Los Lagos,"-42,91","-72,72"
Melinka,Importación,2015,Carga frigorizada,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Importación,2015,Carga frigorizada,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Importación,2015,Carga frigorizada,,Aysén,"-44,73","-72,69"
Chacabuco,Importación,2015,Carga frigorizada,,Aysén,"-45,47","-72,83"
Lago General Carrera,Importación,2015,Carga frigorizada,,Aysén,,
Puerto Natales,Importación,2015,Carga frigorizada,,Magallanes,"-51,75","-72,53"
Isla Guarello,Importación,2015,Carga frigorizada,,Magallanes,,
Puerto Edén,Importación,2015,Carga frigorizada,,Magallanes,,
Pecket,Importación,2015,Carga frigorizada,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Importación,2015,Carga frigorizada,,Magallanes,"-52,94","-71,71"
Punta Arenas,Importación,2015,Carga frigorizada,,Magallanes,"-53,17","-70,9"
Tres Puentes,Importación,2015,Carga frigorizada,,Magallanes,"-53,12","-70,87"
San Gregorio,Importación,2015,Carga frigorizada,,Magallanes,"-52,63","-70,2"
Cabo Negro,Importación,2015,Carga frigorizada,,Magallanes,"-52,93","-70,8"
Laredo,Importación,2015,Carga frigorizada,,Magallanes,,
Clarencia,Importación,2015,Carga frigorizada,,Magallanes,,
Porvenir,Importación,2015,Carga frigorizada,,Magallanes,,
Percy,Importación,2015,Carga frigorizada,,Magallanes,,
Puerto Williams,Importación,2015,Carga frigorizada,,Magallanes,"-54,93","-67,61"
Patillos,Importación,2015,Carga general,,Tarapacá,"-20,75","-70,19"
Punta Patache,Importación,2015,Carga general,,Tarapacá,"-20,8","-70,19"
Tocopilla,Importación,2015,Carga general,,Antofagasta,"-22,09","-70,21"
Caleta Michilla,Importación,2015,Carga general,,Antofagasta,"-22,72","-70,29"
Mejillones,Importación,2015,Carga general,,Antofagasta,"-23,09","-70,42"
Caleta Coloso,Importación,2015,Carga general,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Importación,2015,Carga general,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Importación,2015,Carga general,,Atacama,"-27,05","-70,84"
Guayacán,Importación,2015,Carga general,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Importación,2015,Carga general,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Importación,2015,Carga general,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Importación,2015,Carga general,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Importación,2015,Carga general,,Valparaíso,"-32,76","-71,49"
Salinas,Importación,2015,Carga general,,Valparaíso,,
Penco,Importación,2015,Carga general,,Biobío,"-36,73","-73,01"
Isla de Santa María,Importación,2015,Carga general,,Biobío,,
Terminal Siderúrgico Huachipato,Importación,2015,Carga general,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Importación,2015,Carga general,,Biobío,"-36,95","-73,17"
San José de Calbuco,Importación,2015,Carga general,,Los Lagos,"-41,79","-73,2"
Calbuco,Importación,2015,Carga general,,Los Lagos,,
Pargua,Importación,2015,Carga general,,Los Lagos,,
Chacao,Importación,2015,Carga general,,Los Lagos,,
Achao,Importación,2015,Carga general,,Los Lagos,,
Maullín,Importación,2015,Carga general,,Los Lagos,,
Quemchi,Importación,2015,Carga general,,Los Lagos,,
Castro,Importación,2015,Carga general,,Los Lagos,"-42,48","-73,76"
Quellón,Importación,2015,Carga general,,Los Lagos,"-43,12","-73,58"
Chonchi,Importación,2015,Carga general,,Los Lagos,"-42,62","-73,77"
Chaitén,Importación,2015,Carga general,,Los Lagos,"-42,91","-72,72"
Melinka,Importación,2015,Carga general,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Importación,2015,Carga general,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Importación,2015,Carga general,,Aysén,"-44,73","-72,69"
Lago General Carrera,Importación,2015,Carga general,,Aysén,,
Puerto Natales,Importación,2015,Carga general,,Magallanes,"-51,75","-72,53"
Isla Guarello,Importación,2015,Carga general,,Magallanes,,
Puerto Edén,Importación,2015,Carga general,,Magallanes,,
Pecket,Importación,2015,Carga general,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Importación,2015,Carga general,,Magallanes,"-52,94","-71,71"
Tres Puentes,Importación,2015,Carga general,,Magallanes,"-53,12","-70,87"
San Gregorio,Importación,2015,Carga general,,Magallanes,"-52,63","-70,2"
Laredo,Importación,2015,Carga general,,Magallanes,,
Clarencia,Importación,2015,Carga general,,Magallanes,,
Porvenir,Importación,2015,Carga general,,Magallanes,,
Percy,Importación,2015,Carga general,,Magallanes,,
Puerto Williams,Importación,2015,Carga general,,Magallanes,"-54,93","-67,61"
Arica,Importación,2015,Granel líquido,,Arica y Parinacota,"-18,47","-70,33"
Iquique,Importación,2015,Granel líquido,,Tarapacá,"-20,2","-70,16"
Patillos,Importación,2015,Granel líquido,,Tarapacá,"-20,75","-70,19"
Punta Patache,Importación,2015,Granel líquido,,Tarapacá,"-20,8","-70,19"
Caleta Coloso,Importación,2015,Granel líquido,,Antofagasta,"-23,76","-70,47"
Huasco / Guacolda,Importación,2015,Granel líquido,,Atacama,"-28,46","-71,25"
Coquimbo,Importación,2015,Granel líquido,,Coquimbo,"-29,95","-71,33"
Punta Chungo,Importación,2015,Granel líquido,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Importación,2015,Granel líquido,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Importación,2015,Granel líquido,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Importación,2015,Granel líquido,,Valparaíso,"-32,76","-71,49"
Salinas,Importación,2015,Granel líquido,,Valparaíso,,
Talcahuano,Importación,2015,Granel líquido,,Biobío,"-36,71","-73,11"
Isla de Santa María,Importación,2015,Granel líquido,,Biobío,,
Terminal Siderúrgico Huachipato,Importación,2015,Granel líquido,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Importación,2015,Granel líquido,,Biobío,"-36,95","-73,17"
Corral,Importación,2015,Granel líquido,,Los Ríos,"-39,88","-73,42"
Calbuco,Importación,2015,Granel líquido,,Los Lagos,,
Pargua,Importación,2015,Granel líquido,,Los Lagos,,
Chacao,Importación,2015,Granel líquido,,Los Lagos,,
Achao,Importación,2015,Granel líquido,,Los Lagos,,
Maullín,Importación,2015,Granel líquido,,Los Lagos,,
Quemchi,Importación,2015,Granel líquido,,Los Lagos,,
Castro,Importación,2015,Granel líquido,,Los Lagos,"-42,48","-73,76"
Quellón,Importación,2015,Granel líquido,,Los Lagos,"-43,12","-73,58"
Chonchi,Importación,2015,Granel líquido,,Los Lagos,"-42,62","-73,77"
Chaitén,Importación,2015,Granel líquido,,Los Lagos,"-42,91","-72,72"
Melinka,Importación,2015,Granel líquido,,Aysén,"-43,9","-73,75"
Puerto Aguirre,Importación,2015,Granel líquido,,Aysén,"-45,17","-73,52"
Puerto Cisnes,Importación,2015,Granel líquido,,Aysén,"-44,73","-72,69"
Chacabuco,Importación,2015,Granel líquido,,Aysén,"-45,47","-72,83"
Lago General Carrera,Importación,2015,Granel líquido,,Aysén,,
Puerto Natales,Importación,2015,Granel líquido,,Magallanes,"-51,75","-72,53"
Isla Guarello,Importación,2015,Granel líquido,,Magallanes,,
Puerto Edén,Importación,2015,Granel líquido,,Magallanes,,
Pecket,Importación,2015,Granel líquido,,Magallanes,"-52,95","-71,21"
Otway - Isla Riesco,Importación,2015,Granel líquido,,Magallanes,"-52,94","-71,71"
Punta Arenas,Importación,2015,Granel líquido,,Magallanes,"-53,17","-70,9"
Tres Puentes,Importación,2015,Granel líquido,,Magallanes,"-53,12","-70,87"
San Gregorio,Importación,2015,Granel líquido,,Magallanes,"-52,63","-70,2"
Cabo Negro,Importación,2015,Granel líquido,,Magallanes,"-52,93","-70,8"
Laredo,Importación,2015,Granel líquido,,Magallanes,,
Clarencia,Importación,2015,Granel líquido,,Magallanes,,
Porvenir,Importación,2015,Granel líquido,,Magallanes,,
Percy,Importación,2015,Granel líquido,,Magallanes,,
Puerto Williams,Importación,2015,Granel líquido,,Magallanes,"-54,93","-67,61"
Patillos,Importación,2015,Granel sólido,,Tarapacá,"-20,75","-70,19"
Caleta Michilla,Importación,2015,Granel sólido,,Antofagasta,"-22,72","-70,29"
Caleta Coloso,Importación,2015,Granel sólido,,Antofagasta,"-23,76","-70,47"
Chañaral / Barquito,Importación,2015,Granel sólido,,Atacama,"-26,36","-70,65"
Caldera / Calderilla,Importación,2015,Granel sólido,,Atacama,"-27,05","-70,84"
Guayacán,Importación,2015,Granel sólido,,Coquimbo,"-29,97","-71,35"
Punta Chungo,Importación,2015,Granel sólido,,Coquimbo,"-31,89","-71,5"
Isla Juan Fernández,Importación,2015,Granel sólido,,Valparaíso,"-33,64","-78,82"
Isla de Pascua,Importación,2015,Granel sólido,,Valparaíso,"-27,15","-109,44"
Terminal OXIQUIM Quintero,Importación,2015,Granel sólido,,Valparaíso,"-32,76","-71,49"
Quintero,Importación,2015,Granel sólido,,Valparaíso,"-32,77","-71,5"
Salinas,Importación,2015,Granel sólido,,Valparaíso,,
Isla de Santa María,Importación,2015,Granel sólido,,Biobío,,
Terminal Siderúrgico Huachipato,Importación,2015,Granel sólido,,Biobío,"-36,74","-73,13"
Terminal OXIQUIM Coronel,Importación,2015,Granel sólido,,Biobío,"-36,95","-73,17"
Corral,Importación,2015,Granel sólido,,Los Ríos,"-39,88","-73,42"
Calbuco,Importación,2015,Granel sólido,,Los Lagos,,
Pargua,Importación,2015,Granel sólido,,Los Lagos,,
Chacao,Importación,2015,Granel sólido,,Los Lagos,,
